"","Year","City","Sport","Event","Height","Weight","Age"
"1027",1932,"Los Angeles","Cycling","Cycling Men's Road Race, Individual",174.296513315081,71.7881202560583,23.053546332414
"1028",1932,"Los Angeles","Cycling","Cycling Men's Road Race, Team",174.235082861321,71.9095589632415,23.0840950344883
"1029",1932,"Los Angeles","Cycling","Cycling Men's Sprint",175.263804294649,70.8524951450995,24.2222222222222
"1030",1932,"Los Angeles","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",176.447352788525,71.8371992311407,23.9
"1031",1932,"Los Angeles","Cycling","Cycling Men's Team Pursuit, 4,000 metres",173.693095898761,70.7592949108824,21.8046617724174
"1032",1932,"Los Angeles","Diving","Diving Men's Platform",172.97246288234,69.6679725756108,22.7511540546516
"1033",1932,"Los Angeles","Diving","Diving Men's Springboard",173.192147772693,69.1660366257414,23.2934098299745
"1034",1932,"Los Angeles","Diving","Diving Women's Platform",173.290276119083,71.6924332863111,20.4966460224056
"1035",1932,"Los Angeles","Diving","Diving Women's Springboard",173.426632955819,71.4624096834625,20.0595652696049
"1036",1932,"Los Angeles","Equestrianism","Equestrianism Men's Dressage, Individual",176.216325186135,71.1975475791545,39.6
"1037",1932,"Los Angeles","Equestrianism","Equestrianism Men's Dressage, Team",176.694570763513,71.7811750207258,40.4444444444444
"1038",1932,"Los Angeles","Equestrianism","Equestrianism Men's Jumping, Individual",174.978859678237,69.2412386238603,32.8241291418862
"1039",1932,"Los Angeles","Equestrianism","Equestrianism Men's Jumping, Team",176.479014484683,70.5602035451356,32.1183800623053
"1040",1932,"Los Angeles","Equestrianism","Equestrianism Men's Three-Day Event, Individual",174.967873143784,69.977311065923,34.7903871829105
"1041",1932,"Los Angeles","Equestrianism","Equestrianism Men's Three-Day Event, Team",175.63650908527,70.6493794760747,36.5
"1042",1932,"Los Angeles","Fencing","Fencing Men's epee, Individual",175.47628869284,72.4471063337977,30.2187440700485
"1043",1932,"Los Angeles","Fencing","Fencing Men's epee, Team",173.87645333142,71.7879986011657,30.3860245282753
"1044",1932,"Los Angeles","Fencing","Fencing Men's Foil, Individual",174.820790497478,71.8416196448173,28.058950395399
"1045",1932,"Los Angeles","Fencing","Fencing Men's Foil, Team",172.940798803448,71.7448585081591,27.8688473520249
"1046",1932,"Los Angeles","Fencing","Fencing Men's Sabre, Individual",174.792146319916,70.8189578759159,29.7237294179339
"1047",1932,"Los Angeles","Fencing","Fencing Men's Sabre, Team",173.938100220195,71.232911093202,30.4228971962617
"1048",1932,"Los Angeles","Fencing","Fencing Women's Foil, Individual",175.085078345691,71.7866017594699,24.7014994834658
"1049",1932,"Los Angeles","Gymnastics","Gymnastics Men's Club Swinging",175.415177367143,70.9601284605655,23.1331775700935
"1050",1932,"Los Angeles","Gymnastics","Gymnastics Men's Floor Exercise",171.6432365767,68.6813103390998,23.92
"1051",1932,"Los Angeles","Gymnastics","Gymnastics Men's Horizontal Bar",173.360162098632,69.8867062797302,24.1277258566978
"1052",1932,"Los Angeles","Gymnastics","Gymnastics Men's Horse Vault",173.806317370408,70.9918714342958,24.7
"1053",1932,"Los Angeles","Gymnastics","Gymnastics Men's Individual All-Around",171.49413757592,68.5987575131216,23.7916666666667
"1054",1932,"Los Angeles","Gymnastics","Gymnastics Men's Parallel Bars",171.778244682343,68.4163144642363,25.4710280373832
"1055",1932,"Los Angeles","Gymnastics","Gymnastics Men's Pommelled Horse",173.733583757722,69.1247778427962,23.9532710280374
"1056",1932,"Los Angeles","Gymnastics","Gymnastics Men's Rings",171.628011691121,68.1846060640024,23.3618157543391
"1057",1932,"Los Angeles","Gymnastics","Gymnastics Men's Rope Climbing",174.50736388626,69.5168412586374,23.8
"1058",1932,"Los Angeles","Gymnastics","Gymnastics Men's Team All-Around",171.49413757592,68.5987575131216,23.7916666666667
"1059",1932,"Los Angeles","Gymnastics","Gymnastics Men's Tumbling",176.635554007008,72.3889613261899,19.25
"1060",1932,"Los Angeles","Hockey","Hockey Men's Hockey",173.707918779565,68.3986424630255,25.2905086371207
"1061",1932,"Los Angeles","Modern Pentathlon","Modern Pentathlon Men's Individual",174.182888417714,70.9061067282894,27.1592758527372
"1062",1932,"Los Angeles","Rowing","Rowing Men's Coxed Eights",176.814626018357,71.6201706656705,24.6061269410312
"1063",1932,"Los Angeles","Rowing","Rowing Men's Coxed Fours",174.902144959365,71.6088243830988,23.2343138456067
"1064",1932,"Los Angeles","Rowing","Rowing Men's Coxed Pairs",172.669045984058,71.6447342368311,27.9166666666667
"1065",1932,"Los Angeles","Rowing","Rowing Men's Coxless Fours",176.31762134913,71.4800715662439,25.9
"1066",1932,"Los Angeles","Rowing","Rowing Men's Coxless Pairs",177.032831155388,71.4982506595126,25.1666666666667
"1067",1932,"Los Angeles","Rowing","Rowing Men's Double Sculls",176.55332920582,72.4554995872717,26.4360218199594
"1068",1932,"Los Angeles","Rowing","Rowing Men's Single Sculls",182.140240717892,77.1885764409227,26.0389705882353
"1069",1932,"Los Angeles","Sailing","Sailing Mixed 6 metres",176.62443327214,72.1359908991687,28.776402726796
"1070",1932,"Los Angeles","Sailing","Sailing Mixed 8 metres",175.701568223622,71.9373449267665,34.0555555555556
"1071",1932,"Los Angeles","Sailing","Sailing Mixed One Person Dinghy",175.884692561768,71.5904819774714,30.4864085231265
"1072",1932,"Los Angeles","Sailing","Sailing Mixed Two Person Keelboat",174.828042730386,69.8988429424901,31.1115196078431
"1073",1932,"Los Angeles","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",172.902784175938,70.2327493546703,30.7160687760516
"1074",1932,"Los Angeles","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",174.608027337294,70.8577531840973,30.6099484872115
"1075",1932,"Los Angeles","Swimming","Swimming Men's 1,500 metres Freestyle",173.273050074548,68.3270287656145,21.5765174455572
"1076",1932,"Los Angeles","Swimming","Swimming Men's 100 metres Backstroke",176.091236275407,70.2112657702712,21.5934514354752
"1077",1932,"Los Angeles","Swimming","Swimming Men's 100 metres Freestyle",177.222747899893,70.5075063952716,22.3473077715021
"1078",1932,"Los Angeles","Swimming","Swimming Men's 200 metres Breaststroke",175.521321977451,70.6634843497465,22.7351150184853
"1079",1932,"Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",178.060555442403,70.8891159676937,21.3427516641146
"1080",1932,"Los Angeles","Swimming","Swimming Men's 400 metres Freestyle",175.119786772267,69.2657827349813,22.2446190359662
"1081",1932,"Los Angeles","Swimming","Swimming Women's 100 metres Backstroke",169.829950038665,71.1866573202053,19.5397101797366
"1082",1932,"Los Angeles","Swimming","Swimming Women's 100 metres Freestyle",171.326123567383,70.6807819252238,18.65
"1083",1932,"Los Angeles","Swimming","Swimming Women's 200 metres Breaststroke",172.366764914379,68.6462521314755,18.5539304953044
"1084",1932,"Los Angeles","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",170.718756351321,70.1797540919854,19.223826107842
"1085",1932,"Los Angeles","Swimming","Swimming Women's 400 metres Freestyle",173.433296089228,71.3703187038109,19.2142857142857
"1086",1932,"Los Angeles","Water Polo","Water Polo Men's Water Polo",174.982309137764,70.5154612836864,25.3006224143644
"1087",1932,"Los Angeles","Weightlifting","Weightlifting Men's Featherweight",170.895505118087,67.5745754440804,25.3333333333333
"1088",1932,"Los Angeles","Weightlifting","Weightlifting Men's Heavyweight",175.72883845142,82.9452554918109,30.1751010509297
"1089",1932,"Los Angeles","Weightlifting","Weightlifting Men's Light-Heavyweight",174.757137952174,77.6173445898057,23.25
"1090",1932,"Los Angeles","Weightlifting","Weightlifting Men's Lightweight",170.795634385397,68.5779865359204,25.5
"1091",1932,"Los Angeles","Weightlifting","Weightlifting Men's Middleweight",173.016897887458,73.8333383383837,26.1282409346925
"1092",1932,"Los Angeles","Wrestling","Wrestling Men's Bantamweight, Freestyle",175.678045874574,71.601052644396,26.1771117417313
"1093",1932,"Los Angeles","Wrestling","Wrestling Men's Bantamweight, Greco-Roman",175.025819878681,71.7335505449062,27.2130575307046
"1094",1932,"Los Angeles","Wrestling","Wrestling Men's Featherweight, Freestyle",172.251627799005,69.1968116930572,24.9532710280374
"1095",1932,"Los Angeles","Wrestling","Wrestling Men's Featherweight, Greco-Roman",166.631466655841,70.2448133979935,26.0595652696049
"1096",1932,"Los Angeles","Wrestling","Wrestling Men's Heavyweight, Freestyle",179.276322264742,73.1466290292501,27
"1097",1932,"Los Angeles","Wrestling","Wrestling Men's Heavyweight, Greco-Roman",179.388412727607,72.3718096831066,29.8
"1098",1932,"Los Angeles","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle",179.707241698557,82.9339275075985,23.75
"1099",1932,"Los Angeles","Wrestling","Wrestling Men's Light-Heavyweight, Greco-Roman",174.56666939839,71.7302131339966,32
"1100",1932,"Los Angeles","Wrestling","Wrestling Men's Lightweight, Freestyle",173.896512181301,69.5359371690172,27.1845652696049
"1101",1932,"Los Angeles","Wrestling","Wrestling Men's Lightweight, Greco-Roman",167.821361874067,70.7903056588251,26.2460870261399
"1102",1932,"Los Angeles","Wrestling","Wrestling Men's Middleweight, Freestyle",174.738871064344,73.1870933725442,26.3537888795485
"1103",1932,"Los Angeles","Wrestling","Wrestling Men's Middleweight, Greco-Roman",175.635322008543,74.1548611939485,28.5
"1104",1932,"Los Angeles","Wrestling","Wrestling Men's Welterweight, Freestyle",173.908216204851,70.4933699862236,26.3846161586375
"1105",1932,"Los Angeles","Wrestling","Wrestling Men's Welterweight, Greco-Roman",171.851209725482,71.4087381770887,26.7294499623769
"1106",1936,"Berlin","Aeronautics","Aeronautics Mixed Aeronautics",175.22161259542,70.6625781625782,26
"1107",1936,"Berlin","Alpinism","Alpinism Mixed Alpinism",175.22161259542,70.6625781625782,46
"1108",1936,"Berlin","Art Competitions","Art Competitions Mixed Architecture, Architectural Designs",176.319039154042,71.5250002855974,41.4927458667746
"1109",1936,"Berlin","Art Competitions","Art Competitions Mixed Architecture, Designs For Town Planning",175.844127609484,72.2102267722238,33.9969919739464
"1110",1936,"Berlin","Art Competitions","Art Competitions Mixed Architecture, Unknown Event",176.627706144817,72.0114862002087,39.8599826816395
"1111",1936,"Berlin","Art Competitions","Art Competitions Mixed Literature, Epic Works",176.122488978406,71.5561225949259,41.3333333333333
"1112",1936,"Berlin","Art Competitions","Art Competitions Mixed Literature, Lyric Works",176.671036036685,72.3558574341847,34
"1113",1936,"Berlin","Art Competitions","Art Competitions Mixed Literature, Unknown Event",176.506565935875,72.5366357893338,36.7037793382729
"1114",1936,"Berlin","Art Competitions","Art Competitions Mixed Music, Compositions For Orchestra",176.089808017862,71.9408140794134,36.9133745835316
"1115",1936,"Berlin","Art Competitions","Art Competitions Mixed Music, Compositions For Solo Or Chorus",177.344478899825,72.4077907926995,33
"1116",1936,"Berlin","Art Competitions","Art Competitions Mixed Music, Instrumental And Chamber",175.298943443132,70.9556044524981,35
"1117",1936,"Berlin","Art Competitions","Art Competitions Mixed Music, Unknown Event",174.841353481187,70.9133109873394,34.278207055445
"1118",1936,"Berlin","Art Competitions","Art Competitions Mixed Painting, Applied Arts",176.312814186837,71.6543163811997,37.4070322446929
"1119",1936,"Berlin","Art Competitions","Art Competitions Mixed Painting, Drawings And Water Colors",176.377987462901,71.8197045716351,35.3186042581953
"1120",1936,"Berlin","Art Competitions","Art Competitions Mixed Painting, Graphic Arts",174.097470023765,70.5338951172284,41.3333333333333
"1121",1936,"Berlin","Art Competitions","Art Competitions Mixed Painting, Paintings",177.38204326488,72.7966492210324,46.421151935623
"1122",1936,"Berlin","Art Competitions","Art Competitions Mixed Painting, Unknown Event",175.01909788747,70.3574680206266,39.3533772399544
"1123",1936,"Berlin","Art Competitions","Art Competitions Mixed Sculpturing, Medals",176.59741418984,71.5541637914013,50.707290705205
"1124",1936,"Berlin","Art Competitions","Art Competitions Mixed Sculpturing, Reliefs",175.658262029356,71.0876036007263,37.9
"1125",1936,"Berlin","Art Competitions","Art Competitions Mixed Sculpturing, Statues",176.485191348569,72.0700416788374,41.0731792717087
"1126",1936,"Berlin","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",175.780772905065,70.9726600092118,44.8410959293597
"1127",1936,"Berlin","Athletics","Athletics Men's 1,500 metres",174.997741452301,66.1672049526308,25.5019683293786
"1128",1936,"Berlin","Athletics","Athletics Men's 10,000 metres",172.031928220359,63.4823296735846,25.9697745149449
"1129",1936,"Berlin","Athletics","Athletics Men's 100 metres",176.091171566466,71.1701712609252,23.7619047619048
"1130",1936,"Berlin","Athletics","Athletics Men's 110 metres Hurdles",180.115763715707,72.0351866926605,23.854561377901
"1131",1936,"Berlin","Athletics","Athletics Men's 200 metres",176.511050100998,71.2239206224408,23.6363636363636
"1132",1936,"Berlin","Athletics","Athletics Men's 3,000 metres Steeplechase",174.931215763787,67.1803632813234,25.9285714285714
"1133",1936,"Berlin","Athletics","Athletics Men's 4 x 100 metres Relay",177.052794794352,71.4513010914416,23.8166666666667
"1134",1936,"Berlin","Athletics","Athletics Men's 4 x 400 metres Relay",177.563180539002,70.1043067681146,23.8541666666667
"1135",1936,"Berlin","Athletics","Athletics Men's 400 metres",177.663620435919,71.7238937709964,24
"1136",1936,"Berlin","Athletics","Athletics Men's 400 metres Hurdles",178.704675918454,71.4967113724561,24.6403563348416
"1137",1936,"Berlin","Athletics","Athletics Men's 5,000 metres",174.480044409864,66.1553271596021,24.8009890518243
"1138",1936,"Berlin","Athletics","Athletics Men's 50 kilometres Walk",175.436154125943,68.7696781163055,28.7878787878788
"1139",1936,"Berlin","Athletics","Athletics Men's 800 metres",175.867062841863,68.3985544683397,24.4281620340444
"1140",1936,"Berlin","Athletics","Athletics Men's Decathlon",180.576567649505,77.411818428821,25.25
"1141",1936,"Berlin","Athletics","Athletics Men's Discus Throw",183.104482449082,84.2087454365973,25.9354838709677
"1142",1936,"Berlin","Athletics","Athletics Men's Hammer Throw",180.757922148135,87.2148325285082,27.4626445449975
"1143",1936,"Berlin","Athletics","Athletics Men's High Jump",181.614254384784,74.669349240238,22.7872850678733
"1144",1936,"Berlin","Athletics","Athletics Men's Javelin Throw",179.034967889292,77.6021851698432,24.4909755598732
"1145",1936,"Berlin","Athletics","Athletics Men's Long Jump",176.932042300429,70.9025112264278,24.4883720930233
"1146",1936,"Berlin","Athletics","Athletics Men's Marathon",172.6997813235,66.2570182919424,28.75
